-2.92059,43.17003,1
-2.91966,43.1732,1
-2.88989,43.23156,1
-2.9082,43.23375,1
-2.943,43.24952,1
-2.95325,43.25777,1
-2.96413,43.26752,1
-2.9674,43.27186,1
-2.98124,43.2783,1
-3.00982,43.29099,1
-2.88998,43.23135,1
-2.90812,43.23355,1
-2.92704,43.2405,1
-2.96517,43.26842,1
-2.9726,43.27427,1
-3.00017,43.2864,1
-2.96665,43.29761,1
-2.98552,43.29087,1
-2.96029,43.30181,1
-2.96565,43.31333,1
-2.9718,43.31795,1
-3.00053,43.33502,1
-2.71038,43.06439,1
-2.00678,43.16219,1
-2.01179,43.16945,1
-2.02475,43.18824,1
-2.03702,43.19982,1
-1.99805,43.28782,1
-1.93401,43.31051,1
-1.93758,43.31069,1
-2.02928,43.213,1
-2.02914,43.21285,1
-2.90235,43.25003,1
-2.90707,43.25137,1
-2.74126,43.08894,1
-4.0367,43.37806,1
-3.93053,43.42851,1
-3.2011,43.35386,1
-3.97349,43.41236,1
-3.44335,43.39454,1
-3.83535,43.42422,1
-3.83764,43.42069,1
-3.93328,43.42664,1
-3.27603,43.09758,1
-3.40633,43.09582,1
-3.50437,43.02664,1
-5.87198,43.3227,1
-5.83955,43.34939,1
-5.82826,43.35553,1
-5.80482,43.39216,1
-5.80136,43.41651,1
-5.7903,43.47788,1
-5.7896,43.48555,1
-5.71935,43.51825,1
-5.72985,43.5153,1
-5.82533,43.526,1
-5.82883,43.5287,1
-5.92908,43.5442,1
-5.94283,43.55406,1
-5.68016,43.29725,1
-5.6822,43.52285,1
-5.65593,43.52446,1
-5.67473,43.51785,1
-5.63434,43.53098,1
-5.69077,43.53725,1
-5.6847,43.53742,1
-5.67917,43.53908,1
-7.58461,43.04474,1
-7.71248,43.1745,1
-7.82855,43.18501,1
-7.56912,43.33166,1
-7.39036,43.67395,1
-7.54905,43.68811,1
-7.66981,43.2554,1
-8.17153,43.2434,1
-8.39523,43.32983,1
-7.96888,43.19233,1
-8.18315,43.3577,1
-8.18159,43.09107,1
-8.36608,43.32908,1
-8.17293,43.47573,1
-2.8993,43.17947,1
-2.91503,43.23286,1
-3.1056,43.33797,1
-3.12917,43.34164,1
-2.9859,43.2875,1
-2.8808,43.2908,1
-2.9954,43.34305,1
-2.9958,43.34825,1
-2.09739,43.10633,1
-2.09253,43.11509,1
-2.022,43.25334,1
-2.0186,43.28268,1
-2.38612,43.25721,1
-2.01866,43.28503,1
-1.96885,43.30565,1
-2.9952,43.10987,1
-2.99884,43.10339,1
-1.99278,43.29745,1
-2.02768,43.23477,1
-2.23914,43.04622,1
-2.9024,43.01062,1
-2.43609,43.196,1
-2.2554,43.27467,1
-5.8194,43.09933,1
-1.90728,43.01766,1
-7.55622,43.01404,1
-7.56033,43.0097,1
-6.11126,43.47215,1
-1.97354,43.29171,1
-2.52405,43.1768,1
-1.96147,43.31538,1
-1.95048,43.31055,1
-2.53651,43.17118,1
-1.96183,43.31964,1
-2.00781,43.30652,1
-1.95267,43.32139,1
-2.8953,43.2606,1
-5.59081,43.50371,1
-5.57708,43.51031,1
-5.53886,43.43251,1
-5.55418,43.41599,1
-5.53304,43.49495,1
-5.44348,43.48709,1
-5.43052,43.48798,1
-5.51057,43.46293,1
-5.68615,43.52906,1
-1.6179,43.06591,1
-1.97926,43.31137,1
-5.85063,43.35583,1
-5.87101,43.36811,1
-5.87106,43.36829,1
-5.8561,43.36489,1
-5.87551,43.36441,1
-5.82916,43.37059,1
-2.89895,43.23269,1
-2.89934,43.23247,1
-1.80094,43.34774,1
-1.80156,43.36426,1
-1.801,43.36765,1
-1.79728,43.36203,1
-1.80099,43.34774,1
-0.32868,42.14439,1
-0.16126,42.11208,1
0.136,42.02254,1
-0.44925,42.11153,1
0.15392,42.04632,1
-0.35787,42.52523,1
-0.43945,42.1546,1
-0.51858,42.75124,1
-0.52021,42.76219,1
-0.39372,42.14001,1
-0.3882,42.14498,1
-0.39734,42.14745,1
-1.98494,42.31164,1
-1.64842,42.81335,1
-1.62335,42.81871,1
-1.66906,42.8011,1
-1.66785,42.81842,1
-1.66125,42.82332,1
-1.66201,42.80553,1
-1.63379,42.81375,1
-2.09631,42.31906,1
-2.89359,42.85195,1
-2.87265,42.99019,1
-2.65928,42.86964,1
-2.68111,42.85028,1
-2.68235,42.84738,1
-2.68753,42.85288,1
-2.70112,42.8541,1
-2.70107,42.85402,1
-2.70288,42.836,1
-2.70294,42.8361,1
-2.69773,42.86811,1
-2.69299,42.8723,1
-2.6928,42.87214,1
-2.66857,42.8612,1
-2.66918,42.86113,1
-2.66635,42.84193,1
-2.67824,42.8493,1
-2.43351,42.46903,1
-2.45264,42.45891,1
-2.4527,42.45885,1
-2.43815,42.45855,1
-2.43708,42.45878,1
-2.43258,42.45895,1
-2.45138,42.44314,1
-2.45152,42.44307,1
-2.45471,42.46848,1
-2.7774,42.53825,1
-2.87718,42.44051,1
-2.87995,42.5697,1
-1.976,42.29833,1
-2.27509,42.42854,1
-2.47115,42.39922,1
-2.51693,42.44529,1
-3.68303,42.32575,1
-3.69642,42.35723,1
-3.10411,42.63908,1
-3.7025,42.30484,1
-3.69085,42.3582,1
-3.20601,42.41783,1
-3.54126,42.9755,1
-3.36671,42.49127,1
-4.55975,42.05943,1
-4.21749,42.07108,1
-4.3166,42.65629,1
-4.6387,42.34988,1
-4.15151,42.74218,1
-5.66076,42.00603,1
-5.69698,42.0734,1
-6.07775,42.44663,1
-6.53225,42.57643,1
-6.71153,42.57538,1
-6.21515,42.57973,1
-6.98911,42.68738,1
-5.62297,42.58806,1
-5.62081,42.54791,1
-6.82685,42.03298,1
-5.62155,42.54817,1
-5.65717,42.574,1
-5.84508,42.023,1
-5.64943,42.57715,1
-6.1793,42.5517,1
-5.58595,42.43321,1
-5.67355,42.58134,1
-7.05225,42.74378,1
-7.15108,42.86266,1
-7.30403,42.90831,1
-7.10268,42.0553,1
-7.87508,42.28745,1
-8.14306,42.30276,1
-7.76945,42.7072,1
-7.85478,42.3682,1
-7.89676,42.2873,1
-7.62439,42.50051,1
-7.7205,42.08782,1
-8.6844,42.2173,1
-8.71906,42.24071,1
-8.69576,42.24708,1
-8.7638,42.21393,1
-8.71825,42.1968,1
-8.71848,42.19256,1
-8.72106,42.19188,1
-8.75761,42.22315,1
-8.71424,42.23963,1
-8.6258,42.15783,1
-8.77483,42.20946,1
-8.61368,42.80661,1
-8.64937,42.78828,1
-8.61525,42.1676,1
-8.65235,42.4984,1
-8.29015,42.98869,1
-8.7129,42.5086,1
-8.0237,42.92289,1
-8.6509,42.42311,1
-8.40335,42.90826,1
-8.63145,42.18265,1
-8.38393,42.16685,1
-8.71373,42.83274,1
-8.5965,42.24485,1
-8.005,42.35842,1
-8.10796,42.3083,1
-8.60958,42.11799,1
1.2939,42.00756,1
1.5595,42.5218,1
1.7476,42.37321,1
1.32769,42.20471,1
1.40466,42.32968,1
1.5334,42.51043,1
1.52395,42.51905,1
1.31425,42.16122,1
2.93533,42.3083,1
2.8263,42.22181,1
3.06746,42.13896,1
2.9839,42.24238,1
2.90329,42.13165,1
2.99841,42.01068,1
1.86785,42.07833,1
2.81286,42.06635,1
